dataID	context	indices_target_token	indices_target_sentence	lemma
784_(Luke 17:3)	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him. I agree it is our duties as Christians to inform people of their sin. Only true penance can come from them but at least let's give them a chance	0:101	0:247	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
785_(Luke 17:3)	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him. Sadly suicide is the one sin you can't repent 😭	0:101	0:150	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
786_(Luke 17:3)	Back at ya: "Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him." The NT is clear that Christians are to walk w others and hold each other accountable in love. Helping each other to grow in Christ's likeness and get saved.	13:114	0:273	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
787_(Luke 17:3)	Forgiveness is conditional. Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him.	28:129	0:130	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
788_(Luke 17:3)	Most do not consider diligence in rebuking others a manifestation of "paying attention to yourself," and yet it is because we are not permitted to be apathetic to sin:"Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him"	168:269	0:270	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
789_(Luke 17:3)	Sad that Faye believes that we are not called to correct/admonish others. She must not know of the spiritual works of mercy. Oh and some scripture... Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him; I thought that we were to help one another make it to eternal life with Holy God. Or, as Faye thinks we just worry about our own souls?? So sad. Speaking, sharing His word, truth with others with love and compassion is the utmost love!	150:251	0:488	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
790_(Luke 17:3)	People often point out the passage in Matt. 7:3. Hypocrisy is indeed bad. However, our Lord also said in Luke 17:3 "Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him". We are commanded by our Lord to rebuke each other if necessary and to forgive if the brother or sister repents. But if you find yourself always being the rebuker and not the rebuke-ee, it's time step back and refer to Matt. 7:3 again.	116:217	0:454	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
791_(Luke 17:3)	This is how we stand firm. Take heed to yourselves. If your brother commits a sin, rebuke him; and if he repents, forgive him.	0:93	0:126	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
792_(Luke 17:3)	It's amazing how triggered people get by reading a Bible quote. Lol. Here is another one. "Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him." Forgiveness comes after repentance.	91:192	0:230	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
793_(Luke 17:3)	I 100% agree.. sending him to jail is the only way to make evil accountable. Luke 17:3 says it well. "Take heed to yourselves. If your brother sins, rebuke him; and if he repents, forgive him." As 🥕 🤡 👑 has NEVER repented, he 100% should be rebuked.. Well done you got it.	102:191	0:272	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
794_(Luke 17:3)	Senator, I reply with respect: "Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him" I think you might be jumping ahead of where Mr. Trump is.	32:133	0:192	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
795_(Luke 17:3)	Regarding forgiveness: we should have "spirit of forgiveness" BUT according to Jesus Christ Himself who said in Luke 17:3 "Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him" Forgiveness is conditional on repentance	123:224	0:266	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
796_(Luke 17:3)	What does forgiveness with the Father look like without a restoration of the relationship? "Take heed to yourselves! If your brother sins, rebuke him; and if he repents, forgive him"	92:181	0:182	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
797_(Luke 17:3)	Take heed to yourselves. If your brother sins, rebuke him; and if he repents, forgive him. We must be ready to forgive, but forgiveness without repentance is a one-sided coin, as is repentance without forgiveness.	0:89	0:213	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
798_(Luke 17:3)	You don't judge other Christians in your church?"Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him"	49:150	0:151	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
799_(Luke 17:3)	We don't want u dead no, it's not agenda.. the only thing here is you have refused to repent n turn to normal the Bible you're fronting says .. whoever is not wi u is against you. Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him	180:281	0:281	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
800_(Luke 17:3)	Forgiveness is conditional. "Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him." This was part of the text for this morning's message. Funny you should mention it.	29:130	0:215	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
801_(Luke 17:3)	Here's another command from the lips of Jesus: "Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him". Jesus had a number of specific ways in which we were to express that love brother.	48:149	0:234	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
